Sf,VCME,Bz,Vsw,Kp,Lat,Lcable,risk_score,risk_category
2,398.9,0.43,382.6,2.25,14.65,1596.9,0.2429,Low
2,811.4,-8.29,536.2,3.04,53.99,1396.3,0.4677,Medium
1,546.1,3.93,250.0,1.11,30.48,96.3,0.1571,Low
2,1146.0,0.94,358.3,7.99,4.14,1266.3,0.4939,Medium
1,389.3,0.88,500.0,6.22,22.29,417.4,0.3324,Medium
2,317.3,2.49,630.4,5.14,39.07,645.8,0.4019,Medium
1,394.9,0.8,568.6,4.88,5.76,4161.4,0.2493,Low
2,269.4,-11.8,676.2,2.61,55.61,271.6,0.4294,Medium
2,250.0,-3.87,465.7,1.94,18.07,311.5,0.2419,Low
2,668.1,4.0,745.1,1.4,-17.11,160.5,0.2435,Low
1,271.9,1.04,547.5,6.0,16.54,435.1,0.2989,Low
1,615.5,0.28,781.3,0.97,37.15,1906.1,0.1664,Low
1,1156.1,-5.19,471.2,2.67,11.08,449.9,0.2689,Low
2,623.7,-5.35,568.5,2.61,36.03,119.3,0.3615,Medium
3,302.3,-2.02,250.0,7.09,27.64,3642.3,0.5425,Medium
3,1696.9,-1.51,305.1,2.03,-3.79,306.8,0.4162,Medium
1,372.0,-21.04,690.7,3.85,2.58,181.4,0.28,Low
2,401.1,0.35,407.1,6.92,27.63,800.9,0.456,Medium
2,1412.6,0.41,510.7,6.15,41.78,1585.5,0.5889,Medium
3,687.1,-5.8,250.0,4.17,-36.86,187.8,0.5135,Medium
1,411.2,1.1,250.0,2.78,-14.99,1982.4,0.1899,Low
1,311.9,-2.79,475.1,1.5,46.92,861.0,0.171,Low
3,613.2,-3.94,474.9,0.58,39.62,762.9,0.3642,Medium
2,437.2,-8.94,679.4,6.98,38.95,552.0,0.5763,Medium
1,716.3,-0.7,402.4,8.02,54.53,1534.2,0.537,Medium
1,468.5,-0.49,868.2,5.99,-1.89,1790.9,0.2882,Low
3,1133.0,-0.62,550.5,6.27,59.46,606.7,0.7247,High
1,496.8,0.37,605.8,3.85,18.12,417.3,0.2443,Low
2,577.4,2.38,411.8,3.84,-10.42,676.4,0.3111,Low
1,568.3,-7.61,639.9,2.18,50.87,197.6,0.2651,Low
1,605.1,-2.13,432.5,1.68,52.28,145.1,0.2206,Low
1,358.6,-1.9,505.5,9.0,9.77,216.1,0.4064,Medium
3,353.1,-0.82,612.2,1.55,54.52,242.2,0.3796,Medium
3,1135.1,-6.68,250.0,2.88,7.63,183.2,0.4227,Medium
2,678.4,-3.17,504.6,3.95,36.26,505.6,0.4078,Medium
2,344.0,2.32,458.0,0.56,51.4,369.0,0.2202,Low
2,1287.5,2.84,406.7,6.64,20.07,688.4,0.5176,Medium
1,489.7,3.08,593.7,3.72,19.1,233.7,0.24,Low
2,999.2,12.43,343.2,5.71,-15.85,273.4,0.4378,Medium
2,631.8,-2.8,467.8,1.98,39.13,1230.5,0.3191,Low
1,347.7,2.08,499.5,3.63,6.59,665.6,0.2021,Low
1,414.7,3.0,539.2,1.06,10.22,687.1,0.1219,Low
2,859.6,-1.17,631.8,6.26,0.14,485.9,0.4018,Medium
1,693.3,3.44,512.0,1.45,4.55,1325.0,0.1568,Low
1,543.8,-0.62,480.8,6.66,33.05,1268.4,0.3953,Medium
2,1156.2,2.83,593.3,2.67,1.35,153.8,0.3047,Low
1,367.8,0.22,651.2,1.85,29.68,143.6,0.1665,Low
2,318.6,8.18,373.7,7.27,57.28,2806.0,0.5506,Medium
1,785.1,-0.94,569.6,0.74,21.86,1225.1,0.163,Low
1,381.0,2.71,508.7,6.39,30.82,502.6,0.3581,Medium
1,546.2,5.23,608.5,2.17,16.33,515.8,0.1828,Low
3,3500.0,-0.83,630.6,6.21,1.67,396.7,0.7207,High
2,562.2,5.56,499.6,2.87,4.51,473.0,0.2624,Low
1,421.4,2.16,450.5,3.96,17.59,436.7,0.2396,Low
2,1575.0,-1.41,491.4,6.44,10.83,247.6,0.5138,Medium
2,525.7,-1.07,624.1,5.18,0.73,421.1,0.3355,Medium
3,481.1,-1.21,510.3,3.65,-2.05,750.4,0.3533,Medium
2,889.9,-0.83,497.9,3.44,59.12,526.5,0.452,Medium
2,1083.9,-2.41,538.5,1.6,16.06,540.8,0.3072,Low
2,655.9,-2.36,572.3,0.72,19.34,68.6,0.2354,Low
3,318.0,-2.54,645.9,1.58,13.83,1852.3,0.3099,Low
2,1041.0,3.37,490.5,5.61,28.6,1605.6,0.4781,Medium
1,1872.3,1.78,572.6,5.37,-6.58,184.9,0.4118,Medium
1,496.4,-3.83,545.4,5.24,54.72,249.7,0.388,Medium
1,525.3,0.25,551.0,2.33,-14.93,474.4,0.185,Low
2,1048.8,7.41,498.1,2.95,0.57,4028.6,0.3024,Low
1,656.0,0.4,287.7,2.67,42.3,925.8,0.2523,Low
1,623.4,-3.77,468.9,5.96,54.15,232.4,0.4358,Medium
2,685.1,-8.13,414.9,4.49,-33.15,217.4,0.4457,Medium
2,421.2,1.44,545.3,2.35,54.34,6594.8,0.3197,Low
2,843.4,-9.05,353.2,3.59,7.38,512.7,0.355,Medium
3,1520.6,-5.55,404.4,6.01,-12.29,326.9,0.6008,Medium
2,470.1,1.04,483.4,4.76,22.61,976.0,0.3636,Medium
1,1082.4,0.95,538.2,6.83,-20.82,108.0,0.4278,Medium
2,931.3,1.84,444.6,5.65,51.19,149.8,0.5356,Medium
2,997.9,-1.65,542.0,7.38,10.76,522.7,0.492,Medium
2,999.6,-0.6,534.5,2.98,56.8,248.3,0.4371,Medium
1,503.2,12.97,501.0,4.04,40.59,115.2,0.2915,Low
1,699.8,-0.09,618.7,1.69,-3.68,2027.4,0.1648,Low
1,1544.5,-8.12,637.3,5.73,38.07,2234.2,0.5203,Medium
2,398.9,0.25,498.5,7.95,17.38,181.3,0.4642,Medium
2,347.1,-1.1,431.4,3.99,40.75,529.7,0.3652,Medium
2,250.0,-11.05,477.6,2.78,30.63,107.1,0.3415,Medium
1,442.2,-13.19,253.0,2.77,38.15,814.4,0.2466,Low
1,506.7,-2.11,328.0,6.3,54.48,2754.7,0.4296,Medium
2,506.7,6.1,403.8,3.26,-9.96,179.0,0.2819,Low
2,1707.0,-1.25,641.7,2.92,36.19,1660.4,0.4759,Medium
1,694.4,-9.71,479.1,3.09,-41.62,3237.9,0.306,Low
1,811.4,-9.08,629.9,3.37,32.09,304.3,0.3203,Low
2,1764.9,-1.9,619.4,4.19,54.87,122.0,0.6051,Medium
1,580.7,1.46,540.2,1.08,12.08,1447.8,0.1412,Low
1,496.2,-3.55,620.4,6.27,37.05,2737.3,0.3951,Medium
2,980.3,-3.33,532.3,2.7,55.77,339.4,0.4395,Medium
3,1089.9,-6.09,602.1,7.78,61.97,2374.3,0.8784,High
1,429.4,-5.56,483.0,1.51,33.48,412.6,0.1805,Low
2,1113.2,-1.81,690.2,2.84,42.94,537.4,0.4241,Medium
1,612.3,-4.27,250.0,6.32,-8.44,1175.0,0.3325,Medium
2,887.4,0.19,492.6,4.48,53.61,4602.9,0.4818,Medium
1,509.8,-6.68,703.8,1.01,24.57,906.7,0.1713,Low
1,390.1,-1.6,611.7,7.28,10.51,4184.2,0.3496,Medium
1,451.4,-5.58,357.8,7.69,57.15,3513.6,0.5057,Medium
2,1258.6,2.71,590.4,2.1,3.48,4406.2,0.3001,Low
1,668.4,2.77,446.5,1.72,37.71,208.8,0.2057,Low
1,676.6,-27.06,477.4,5.29,-23.79,185.1,0.4076,Medium
1,552.7,0.17,446.2,5.67,55.62,207.5,0.4034,Medium
3,1583.4,4.05,717.4,3.74,11.48,7632.7,0.4842,Medium
1,540.0,-13.38,481.2,5.69,-5.61,602.7,0.3247,Low
2,750.2,-4.69,500.4,2.36,52.21,274.1,0.3927,Medium
1,343.8,-3.14,540.7,3.27,8.49,1122.7,0.201,Low
2,398.3,0.41,570.7,1.88,54.84,134.8,0.2952,Low
1,365.9,-0.78,594.7,6.47,-49.67,9226.8,0.4065,Medium
1,661.9,2.39,504.2,2.42,27.28,6320.2,0.2204,Low
1,394.3,-3.4,624.7,1.93,-7.14,2310.4,0.1588,Low
2,623.2,-21.43,468.1,6.68,35.24,527.9,0.6233,Medium
2,503.9,12.01,250.0,3.2,28.7,264.8,0.3182,Low
1,597.9,-1.94,407.4,1.85,60.33,204.1,0.2372,Low
2,494.6,-1.89,425.0,2.57,48.25,321.6,0.3398,Medium
2,607.1,-0.57,432.4,3.75,1.82,780.6,0.2934,Low
1,554.2,0.64,567.8,1.52,6.07,4646.7,0.1476,Low
1,912.0,-2.06,461.9,1.27,4.05,364.5,0.176,Low
2,568.6,1.31,534.5,2.35,8.5,597.6,0.2526,Low
1,429.8,-1.96,430.1,2.6,16.75,231.8,0.1921,Low
1,558.1,-6.76,531.8,2.31,17.69,213.9,0.2116,Low
2,774.6,0.39,632.0,5.83,2.05,978.1,0.3779,Medium
2,886.8,-2.29,629.4,8.54,-17.86,8865.0,0.5564,Medium
1,983.8,-5.59,496.4,7.71,35.04,174.1,0.5132,Medium
2,831.9,-7.61,628.0,7.05,-0.91,178.0,0.4687,Medium
1,1711.4,-3.54,458.8,3.71,42.42,550.0,0.4409,Medium
2,551.9,-1.18,398.6,2.74,61.48,302.9,0.377,Medium
2,832.7,3.15,577.1,1.45,14.78,721.0,0.2583,Low
2,423.5,-4.37,734.8,2.39,-0.53,649.0,0.2576,Low
2,349.5,-1.64,457.6,1.23,33.03,238.2,0.2357,Low
3,1777.3,-16.57,579.3,3.36,57.7,467.2,0.8662,High
1,303.0,-2.63,382.7,1.65,58.7,1957.8,0.1865,Low
1,646.3,-5.3,466.7,4.04,7.99,707.3,0.2616,Low
1,521.7,0.74,287.2,4.06,52.39,668.6,0.3157,Low
2,706.2,2.09,594.9,1.67,36.08,202.0,0.2919,Low
2,322.5,8.13,595.5,1.07,45.71,247.2,0.2334,Low
1,528.2,-14.8,507.8,6.13,39.76,597.9,0.4344,Medium
2,672.6,-5.83,505.6,5.77,56.78,1545.4,0.5669,Medium
1,286.4,-1.73,747.2,2.8,36.66,116.3,0.2136,Low
1,522.5,-0.26,741.3,3.56,38.61,346.5,0.2706,Low
2,445.3,-8.03,688.2,4.08,37.36,1065.8,0.439,Medium
1,662.5,0.15,548.8,3.11,59.08,321.7,0.3001,Low
1,250.0,-5.82,280.7,2.55,57.07,168.6,0.2261,Low
1,295.2,-0.03,550.4,8.08,16.81,1416.2,0.3806,Medium
1,254.1,-4.28,495.8,1.96,-39.77,562.4,0.1823,Low
2,689.7,-5.65,545.1,2.46,34.92,708.7,0.3612,Medium
1,1895.3,-2.13,266.5,7.27,44.96,621.9,0.625,Medium
2,746.0,5.19,602.4,7.13,-29.73,527.5,0.5105,Medium
1,485.1,-0.65,479.7,2.15,52.31,631.8,0.2227,Low
2,475.3,4.55,387.3,2.52,-5.28,591.9,0.2434,Low
1,267.6,-0.83,505.7,2.9,37.43,748.3,0.211,Low
1,478.9,-3.61,250.0,1.2,17.48,5143.0,0.1454,Low
2,571.6,0.64,388.6,1.19,34.69,272.4,0.2531,Low
1,877.0,1.19,351.9,5.95,21.93,3586.4,0.3744,Medium
3,955.9,5.53,640.0,8.44,10.84,836.5,0.5892,Medium
1,600.7,-4.0,731.8,5.58,9.51,183.7,0.3175,Low
3,383.0,-1.31,250.0,5.54,56.46,226.8,0.577,Medium
1,714.7,-7.51,674.0,2.96,-0.71,3731.0,0.2305,Low
2,352.0,-1.08,318.8,1.15,27.54,272.6,0.2194,Low
2,404.2,8.3,527.7,2.13,-5.67,338.3,0.2235,Low
2,358.7,-0.36,619.3,1.84,34.38,1234.0,0.2582,Low
1,558.3,-10.1,628.3,4.05,60.31,212.6,0.3814,Medium
3,525.9,2.17,548.6,3.13,65.42,2389.5,0.4953,Medium
3,620.5,8.38,604.7,7.0,53.51,3795.2,0.6613,High
2,1272.5,-16.47,628.7,6.3,46.43,1331.3,0.7363,High
1,1185.8,-1.75,716.8,1.77,29.76,243.5,0.2649,Low
2,346.4,-0.83,542.4,7.88,-32.97,5660.9,0.5115,Medium
1,655.9,-1.42,433.0,2.33,25.2,4207.1,0.2167,Low
1,449.0,4.74,381.7,7.07,58.36,156.6,0.4639,Medium
1,458.7,3.35,586.4,3.47,59.92,1306.5,0.2917,Low
1,307.7,4.94,515.3,2.06,1.05,1114.7,0.1373,Low
2,1033.9,-4.43,424.3,4.5,65.25,261.2,0.563,Medium
2,446.0,3.18,476.5,2.28,20.98,1602.4,0.2601,Low
3,474.5,5.41,716.7,1.59,54.13,246.1,0.3857,Medium
1,465.3,1.52,360.5,7.96,-37.22,3745.2,0.4508,Medium
1,1167.9,7.79,598.5,3.32,33.99,374.6,0.3277,Low
1,701.7,-5.06,760.9,4.64,15.06,183.9,0.3111,Low
2,334.0,11.3,391.0,4.78,-52.96,225.4,0.4214,Medium
1,358.5,-0.44,436.6,6.76,-41.06,291.7,0.3965,Medium
2,627.1,-0.81,578.0,8.37,50.75,448.8,0.6291,Medium
2,409.0,-0.39,523.9,6.3,33.45,3623.4,0.4508,Medium
2,698.6,3.05,683.8,1.85,2.54,210.8,0.2367,Low
1,375.3,-1.32,494.2,6.19,58.23,1541.0,0.4153,Medium
2,387.7,-0.49,544.2,5.45,4.11,1854.4,0.3366,Medium
2,566.5,-2.24,567.0,5.89,3.6,254.4,0.3777,Medium
1,712.7,-2.29,437.8,1.93,59.8,1375.1,0.2575,Low
2,522.2,-4.57,529.7,5.56,39.92,429.8,0.4794,Medium
1,617.2,-4.01,414.3,2.74,-38.85,5394.2,0.2566,Low
1,316.4,-7.59,727.5,1.52,36.41,420.0,0.1891,Low
2,475.1,1.03,770.8,1.85,38.75,160.9,0.2765,Low
1,318.1,-4.83,663.8,1.53,43.87,209.0,0.1831,Low
2,1078.4,-0.41,605.7,2.09,3.34,207.1,0.285,Low
1,573.1,7.94,365.8,2.11,0.24,503.5,0.1628,Low
2,434.3,-3.46,556.2,5.92,24.07,2651.3,0.4321,Medium
1,315.6,-1.95,530.6,6.84,11.06,973.5,0.3281,Low
1,935.0,-1.25,671.0,2.78,30.95,2735.3,0.2775,Low
1,468.5,-9.59,511.1,5.64,-3.89,3615.3,0.304,Low
3,529.2,2.11,455.1,2.39,-5.82,603.6,0.315,Low
1,417.3,2.04,688.3,6.63,-18.73,307.9,0.3434,Medium
2,399.4,2.61,506.7,2.76,-2.03,276.0,0.2385,Low
1,504.8,-1.55,577.9,6.05,27.64,526.8,0.3562,Medium
1,595.1,4.62,507.2,0.97,5.8,155.8,0.1323,Low
1,599.6,1.82,328.4,0.98,-18.68,1448.8,0.1459,Low
2,886.1,-11.42,539.1,5.82,-8.04,216.7,0.4715,Medium
1,298.3,-3.77,623.6,1.4,58.04,975.1,0.183,Low
1,606.8,-2.64,618.5,6.53,-7.58,517.4,0.3403,Medium
2,533.6,-8.09,521.2,7.74,-28.57,256.7,0.5591,Medium
2,1275.2,-1.06,536.7,2.74,54.8,331.8,0.4614,Medium
2,260.8,-11.33,457.6,5.35,24.1,5809.9,0.4294,Medium
1,310.7,-2.11,779.7,1.58,57.75,488.6,0.1879,Low
1,253.7,-9.07,469.2,5.44,39.12,1275.7,0.3477,Medium
2,1285.8,1.76,586.9,6.71,56.67,491.8,0.6517,Medium
2,1513.8,-2.63,595.6,3.8,19.26,2569.8,0.4479,Medium
3,951.2,1.48,282.8,1.9,-7.8,430.0,0.3439,Medium
1,885.2,-1.72,444.9,2.3,14.72,6147.7,0.2251,Low
2,400.8,-0.09,563.7,5.06,55.88,263.3,0.4514,Medium
1,250.0,-1.62,549.2,6.5,51.25,701.7,0.3994,Medium
1,544.9,-2.53,363.0,6.81,56.34,388.6,0.4657,Medium
1,616.9,15.0,408.5,4.8,47.66,478.9,0.3534,Medium
1,521.3,0.14,484.2,5.44,72.64,889.3,0.4246,Medium
1,446.3,-1.96,302.1,1.49,19.45,153.9,0.1537,Low
1,496.2,-1.83,370.1,2.33,31.17,144.7,0.2074,Low
2,678.1,-0.36,522.6,7.46,-23.17,1522.3,0.4964,Medium
1,440.4,-1.21,598.8,7.8,50.25,174.9,0.4813,Medium
2,364.5,-7.43,619.5,6.12,49.78,1596.2,0.5442,Medium
1,631.3,1.42,473.8,5.54,-14.12,2514.0,0.3138,Low
1,434.5,-12.2,613.2,6.78,55.85,7461.4,0.4957,Medium
2,288.1,3.19,599.4,2.16,16.14,194.1,0.2306,Low
1,516.8,-0.48,562.2,6.34,21.29,592.5,0.3506,Medium
1,250.0,-0.9,611.2,1.26,56.68,183.3,0.1554,Low
1,325.9,0.29,585.0,0.63,60.25,3168.8,0.1335,Low
1,537.3,-0.34,395.5,5.75,25.06,706.4,0.3373,Medium
1,1311.7,2.87,424.0,1.35,10.25,657.5,0.2221,Low
3,432.2,-2.18,259.3,3.7,59.87,192.9,0.5087,Medium
3,617.3,-3.08,629.0,4.05,53.24,370.0,0.5608,Medium
1,466.6,-2.29,710.9,6.34,52.99,600.8,0.4296,Medium
2,250.0,-2.01,400.9,7.66,58.43,273.4,0.5753,Medium
3,865.2,-5.5,465.5,4.64,35.66,185.0,0.5727,Medium
1,292.0,-3.71,508.8,4.51,-8.92,4240.9,0.2417,Low
2,896.3,3.44,536.3,2.25,5.64,159.7,0.2755,Low
1,328.1,2.94,504.7,1.16,7.28,2249.3,0.1143,Low
1,616.1,-2.31,549.1,1.44,-37.28,1264.8,0.1952,Low
1,389.4,-1.22,346.0,5.95,-4.43,337.2,0.2853,Low
2,1122.4,-1.83,250.0,2.28,17.85,455.2,0.3315,Medium
2,270.3,-3.34,488.3,5.43,24.82,471.5,0.3929,Medium
3,637.7,-6.85,628.8,2.46,53.88,589.4,0.5408,Medium
2,338.9,-17.6,534.0,6.31,17.29,266.0,0.5023,Medium
2,543.2,3.38,595.9,1.9,33.73,338.5,0.2785,Low
1,746.3,-1.44,562.7,1.24,-6.73,632.6,0.1617,Low
2,588.3,9.56,552.2,1.56,58.14,1440.1,0.3104,Low
3,2136.1,-4.69,689.5,2.06,60.01,1030.0,0.7209,High
1,404.2,6.52,685.8,1.54,54.38,5874.3,0.1833,Low
1,257.4,-1.67,692.9,1.63,44.07,230.6,0.1661,Low
2,625.6,-3.63,616.2,6.27,52.85,152.7,0.562,Medium
1,350.0,-2.02,655.4,6.86,33.67,581.8,0.3892,Medium
3,438.5,-5.33,365.8,6.11,17.99,252.9,0.51,Medium
1,616.7,-0.45,510.1,0.47,13.99,1098.4,0.1256,Low
1,431.3,-1.18,311.7,2.63,9.88,578.3,0.1817,Low
3,468.7,5.41,579.5,1.84,11.17,713.1,0.3019,Low
2,716.5,-4.22,362.1,5.24,36.87,208.0,0.4687,Medium
3,1954.0,-1.75,250.0,6.97,40.75,1944.6,0.7852,High
1,561.5,-4.85,250.0,2.65,-0.28,437.6,0.1855,Low
2,269.5,-1.52,250.0,0.68,26.38,153.3,0.19,Low
1,518.9,8.95,318.9,2.03,59.78,1345.2,0.2284,Low
1,651.0,1.82,250.0,3.18,22.72,939.0,0.2425,Low
1,414.1,-2.02,403.4,3.65,53.35,171.9,0.2894,Low
1,479.6,-1.52,434.3,0.0,8.94,1365.8,0.0928,Low
1,604.6,-3.84,557.7,1.61,52.63,3072.4,0.2261,Low
1,378.4,3.46,250.0,4.44,58.81,722.7,0.3262,Low
2,766.8,-0.08,340.3,5.89,36.28,1046.1,0.4816,Medium
3,266.3,-0.12,591.1,3.15,-7.19,2039.3,0.3203,Low
1,1301.3,3.97,356.5,1.04,13.4,429.1,0.2148,Low
1,763.7,-0.96,641.7,6.76,-11.56,142.3,0.3693,Medium
1,349.9,-0.47,613.0,6.53,3.82,12528.3,0.2994,Low
2,1135.2,-1.13,469.6,7.17,-8.14,218.5,0.4846,Medium
1,449.1,-2.3,554.4,6.31,11.42,330.1,0.3244,Low
1,608.0,8.34,612.1,6.09,56.82,217.8,0.4337,Medium
1,1736.8,-10.07,528.5,8.73,39.24,6502.5,0.6797,High
1,305.6,-11.17,489.3,8.84,5.74,418.9,0.4071,Medium
1,469.6,-5.63,512.8,6.1,16.8,460.8,0.3406,Medium
2,302.5,0.55,589.5,6.48,-8.18,231.7,0.3726,Medium
2,661.2,-1.8,250.0,7.22,17.07,232.0,0.4683,Medium
2,875.3,-1.22,470.8,6.2,49.58,170.3,0.5575,Medium
1,1281.8,3.9,400.4,7.58,64.0,193.7,0.6202,Medium
2,457.1,5.1,608.6,1.53,57.45,620.9,0.2901,Low
2,428.1,-11.06,628.3,3.36,55.27,3837.5,0.4713,Medium
2,886.1,-0.05,563.9,2.65,60.21,2623.7,0.4092,Medium
1,723.0,-3.62,415.7,5.7,-9.52,504.9,0.3266,Low
2,1727.1,-2.13,619.5,2.3,-10.5,463.0,0.3852,Medium
3,536.0,-0.81,250.0,0.54,37.0,854.3,0.3149,Low
1,549.2,-11.79,523.1,5.84,1.74,407.8,0.3197,Low
1,323.6,-2.97,453.4,8.36,53.66,120.5,0.5064,Medium
1,250.0,5.91,414.8,7.04,32.52,2173.5,0.3738,Medium
2,1208.7,-11.86,577.4,2.69,20.46,1248.3,0.4369,Medium
1,441.3,10.92,495.0,6.04,16.72,140.3,0.3188,Low
2,753.4,-0.23,462.3,1.16,51.77,1390.0,0.3041,Low
2,491.2,-0.14,485.9,6.82,36.9,2274.3,0.491,Medium
1,676.6,-6.49,657.7,5.92,2.02,215.5,0.3252,Low
1,560.4,13.53,544.2,5.4,-5.35,173.4,0.2824,Low
1,628.0,10.74,250.0,1.8,2.83,264.2,0.1607,Low
2,1113.3,-1.39,361.4,7.84,51.09,186.1,0.6689,High
1,438.2,-1.58,743.5,5.09,27.16,331.5,0.3106,Low
1,291.8,-0.3,447.7,6.98,22.22,173.2,0.3524,Medium
2,734.1,-9.73,628.5,7.46,-20.8,579.5,0.5638,Medium
3,2190.9,7.15,546.1,3.62,64.63,232.6,0.7521,High
2,538.5,0.63,447.3,6.03,56.1,262.0,0.5163,Medium
1,270.3,-7.25,364.8,0.32,22.52,216.2,0.1038,Low
3,1151.5,-4.1,575.1,1.84,32.23,4205.5,0.4724,Medium
1,399.8,-0.46,375.8,1.14,50.42,128.4,0.1613,Low
2,459.1,2.45,506.6,2.5,52.77,1077.7,0.329,Low
1,277.0,-2.71,434.3,6.89,0.48,130.0,0.3014,Low
2,562.8,0.7,406.3,6.33,32.32,1053.4,0.4638,Medium
1,775.3,-20.33,496.3,2.2,12.36,223.7,0.2576,Low
2,372.2,7.47,513.6,5.58,51.28,1300.6,0.4597,Medium
3,1754.1,-0.47,481.8,8.76,0.65,3606.7,0.6334,Medium
2,334.0,1.43,633.3,2.6,56.75,2183.6,0.3247,Low
1,304.2,-1.27,576.7,2.08,-23.15,2711.7,0.1661,Low
2,1074.7,2.22,594.5,6.17,-1.13,575.3,0.4143,Medium
3,583.7,-2.22,555.9,2.63,33.99,1566.5,0.4226,Medium
2,458.1,-3.51,598.2,5.11,38.31,3084.2,0.4432,Medium
1,732.8,-2.78,725.2,5.38,-12.27,464.2,0.3254,Low
3,1789.3,-1.02,531.9,5.99,13.56,350.3,0.6047,Medium
2,331.9,-1.54,609.8,2.58,56.26,531.4,0.3359,Medium
2,250.0,4.03,250.0,1.47,11.48,994.0,0.1939,Low
1,513.6,-3.4,811.3,0.75,9.5,521.8,0.1346,Low
2,1034.1,8.39,501.5,3.29,10.06,355.2,0.336,Medium
1,905.0,-12.24,417.0,3.93,39.75,884.9,0.368,Medium
2,510.5,-2.41,343.3,5.28,-8.01,263.0,0.3588,Medium
1,430.9,-13.27,331.7,7.69,21.43,418.1,0.4183,Medium
2,1034.8,-1.49,444.3,2.92,-8.43,902.7,0.3258,Low
2,878.9,-2.27,601.3,7.58,37.51,150.8,0.5892,Medium
1,445.1,-1.43,250.0,1.47,59.82,2191.3,0.1937,Low
2,976.4,8.28,574.7,5.36,20.75,2872.1,0.4367,Medium
3,393.0,-3.58,695.2,6.8,53.62,427.5,0.6753,High
1,356.6,-9.41,250.0,2.53,20.91,224.5,0.1961,Low
2,655.2,-4.65,689.9,2.23,37.37,5091.5,0.354,Medium
1,435.5,-0.86,491.9,3.4,-7.3,3110.3,0.206,Low
1,628.4,1.0,593.1,2.17,35.67,383.7,0.2179,Low
1,931.0,-0.25,758.0,3.17,-0.95,901.5,0.2336,Low
1,446.2,-0.59,501.5,6.27,32.65,244.0,0.3666,Medium
1,728.9,-3.22,618.6,5.55,14.55,559.6,0.3364,Medium
2,294.7,-1.9,491.2,5.91,-14.62,175.0,0.3787,Medium
3,350.8,-8.6,664.1,1.82,2.41,491.5,0.3576,Medium
1,496.9,-3.87,445.6,2.78,4.73,255.5,0.1934,Low
1,347.8,-3.85,600.9,1.95,40.87,2194.7,0.1959,Low
2,383.9,-2.27,298.2,2.64,16.86,954.6,0.2677,Low
1,435.1,-7.77,636.8,6.7,44.99,209.9,0.4451,Medium
1,863.6,-0.5,440.3,2.52,35.44,577.1,0.2619,Low
1,833.6,-11.68,564.8,8.79,42.1,523.4,0.5908,Medium
1,646.4,0.31,386.5,8.29,42.46,222.2,0.5025,Medium
2,434.3,-0.81,443.5,6.99,27.25,709.7,0.4657,Medium
2,484.3,0.38,407.0,1.97,14.44,1153.1,0.2411,Low
2,625.9,-8.89,546.4,1.3,37.94,2924.9,0.333,Medium
2,485.2,-2.23,383.7,6.26,-8.08,4421.8,0.3916,Medium
1,318.9,2.69,490.5,5.86,9.25,301.3,0.2834,Low
1,443.3,-7.32,464.4,5.8,36.05,1436.3,0.374,Medium
1,270.1,2.85,632.1,1.74,10.64,1142.3,0.1324,Low
2,702.7,-6.5,439.2,3.06,41.39,721.4,0.401,Medium
1,614.5,-7.18,327.8,2.46,3.18,469.1,0.1943,Low
2,762.0,-3.12,467.2,9.0,-18.91,233.6,0.565,Medium
2,507.2,-2.68,438.8,5.97,-6.47,194.6,0.3821,Medium
2,811.1,-3.62,304.2,0.21,4.53,600.3,0.2058,Low
2,528.4,4.3,490.4,2.28,58.4,185.8,0.3384,Medium
1,561.6,-8.53,467.6,0.6,56.18,1986.2,0.1896,Low
2,812.2,-5.64,606.5,4.55,17.14,3550.2,0.417,Medium
3,1604.0,3.52,498.9,3.04,14.76,326.2,0.4717,Medium
1,1300.7,-0.66,692.0,5.69,39.42,718.1,0.4622,Medium
1,358.0,-8.94,250.0,2.59,58.42,5325.6,0.2488,Low
1,325.9,-2.05,407.3,8.46,46.12,346.2,0.4865,Medium
2,423.7,-3.12,492.7,3.39,-12.49,904.8,0.3004,Low
1,690.4,-10.17,447.5,3.42,2.48,368.2,0.2444,Low
1,296.4,-4.07,453.2,3.48,3.24,160.3,0.1965,Low
1,701.9,5.45,527.4,0.9,-10.14,200.5,0.1448,Low
1,537.4,-7.03,610.4,3.5,19.4,4586.1,0.2619,Low
1,814.7,-0.43,491.6,2.51,14.88,302.5,0.2228,Low
2,2216.5,2.54,451.5,2.57,57.3,372.9,0.5782,Medium
1,385.6,2.65,536.1,4.43,47.08,1239.9,0.306,Low
1,410.0,3.22,494.1,1.37,54.9,862.5,0.1765,Low
1,250.0,0.24,287.1,0.94,22.49,449.7,0.1101,Low
2,480.2,-11.78,596.2,6.17,32.75,2652.3,0.5373,Medium
1,1826.5,8.2,485.3,4.95,55.85,3085.4,0.5398,Medium
3,2686.5,2.02,563.1,8.28,33.11,664.9,0.8818,High
2,1050.6,-11.33,516.3,3.06,-9.35,431.9,0.3905,Medium
2,434.9,4.08,465.5,2.23,53.5,193.9,0.3146,Low
2,628.0,11.8,498.9,2.94,12.03,1864.9,0.2867,Low
2,332.5,-1.01,669.7,1.64,40.76,365.4,0.2621,Low
1,814.5,0.33,650.9,1.95,29.59,356.5,0.2218,Low
1,452.4,-1.48,795.3,6.33,64.22,423.5,0.4508,Medium
2,642.3,-3.41,479.6,6.8,44.8,247.0,0.554,Medium
